EECS 561 - Design of Digital Control Systems,Sampling data reconstruction
EECS 561 - Design of Digital Control Systems,Computer simulations laboratory implementation real time control systems
EECS 561 - Design of Digital Control Systems,digital control system discrete time systems state variable descriptions
EECS 563 - Hybrid Systems Analysis and Control,analysis design hybrid systems hybrid control systems
EECS 563 - Hybrid Systems Analysis and Control,Hybrid system modeling formalisms specifications automata theory temporal logics verification barrier certificates reachable sets abstractions methods control synthesis
EECS 563 - Hybrid Systems Analysis and Control,Model predictive control hybrid systems
EECS 564 - Estimation Filtering and Detection,Principles estimation linear filtering detection
EECS 564 - Estimation Filtering and Detection,linear nonlinear minimum mean squared error estimation
EECS 564 - Estimation Filtering and Detection,Linear filtering Wiener Kalman filtering
EECS 564 - Estimation Filtering and Detection,simple composite binary multiple hypotheses
EECS 564 - Estimation Filtering and Detection,Neyman Pearson Bayesian approaches
EECS 574 - Computational Complexity,theory computation complex theory computational complexity
EECS 574 - Computational Complexity,Computatability undecidability logic
EECS 574 - Computational Complexity,Relations between complexity classes NP completeness P completeness randomized computation
EECS 575 - Advanced Cryptography,design cryptosystems cryptanalysis cryptography advanced
EECS 575 - Advanced Cryptography,cryptanalysis classical cryptosystems theoretical analysis functions DES differential cryptanalysis RSA cryptosystem ElGamal elliptic
EECS 575 - Advanced Cryptography,hyperelliptic hidden mononomial cryptosystems attacks signature schemes identification schemes authentication codes secret sharing zero knowledge
EECS 582 - Advanced Operating Systems,operating systems OS
EECS 583 - Advanced Compilers,compilers architectures parallelism memory hierarchy
EECS 582 - Advanced Operating Systems,distributed systems languages networking security protection realtime systems modeling analysis
EECS 584 - Advanced Database Systems,database management systems advanced
EECS 584 - Advanced Database Systems,Distributed databases advanced query optimization query processing transaction processing data models architectures
EECS 587 - Parallel Computing,programs parallel computers computing Grid computing Performance analysis
EECS 587 - Parallel Computing,speedup load balancing latency system taxonomies
EECS 595 - Natural Language Processing,Linguistics fundamentals natural language processing NLP
EECS 595 - Natural Language Processing,speech tagging hidden Markov models syntax parsing lexical semantics compositional semantics word sense disambiguation machine translation
EECS 598 - Special Topics,Intelligent Programming Systems VLSI wireless communication machine learning Theory Network Design Advanced Accessibility Quantum Computing Information Probability Machine Learning Computational Biology Artificial Intelligence Biomedicine Chip Fabrication Verification Causality Machine Learning
EECS 598 - Special Topics,Quantum Computing Systems Architecture Reinforcement Learning Solution Processed Optoelectronics Colloidal Nanomaterials Biomedical Applications Skills Graduate Studies
EECS 599 - Directed Study,Individual study advanced topics electrical engineering computer science
EECS 628 - Advanced High Performance VLSI Design,Advanced issues VLSI design high performance low power reliability
EECS 628 - Advanced High Performance VLSI Design,leakage control high speed chip communication memory design soft error failures noise analysis control error tolerant design circuit families
